sp|Q9H583|HEAT1_HUMAN	5de121fb4ad24c46dec4b9c9bf8b80a0	2144	MobiDBLite	mobidb-lite	consensus disorder prediction	1170	1191	-	T	23-12-2023	-	-	-	-
sp|Q9H583|HEAT1_HUMAN	5de121fb4ad24c46dec4b9c9bf8b80a0	2144	Pfam	PF12397	U3 small nucleolar RNA-associated protein 10	238	354	1.5E-22	T	23-12-2023	IPR022125	U3 small nucleolar RNA-associated protein 10, N-terminal	-	Reactome:R-CEL-6791226|Reactome:R-DDI-6791226|Reactome:R-DME-6791226|Reactome:R-DRE-6791226|Reactome:R-HSA-6790901|Reactome:R-HSA-6791226|Reactome:R-SCE-6791226|Reactome:R-SPO-6791226
sp|P54274|TERF1_HUMAN	d7cbf38d9f2111dfe7a6bce9eafec40e	439	MobiDBLite	mobidb-lite	consensus disorder prediction	296	311	-	T	23-12-2023	-	-	-	-
sp|P54274|TERF1_HUMAN	d7cbf38d9f2111dfe7a6bce9eafec40e	439	Pfam	PF00249	Myb-like DNA-binding domain	380	427	7.8E-8	T	23-12-2023	IPR001005	SANT/Myb domain	-	MetaCyc:PWY-4061|MetaCyc:PWY-6842|MetaCyc:PWY-7112|MetaCyc:PWY-7250|MetaCyc:PWY-7511|MetaCyc:PWY-7533|MetaCyc:PWY-7911|Reactome:R-BTA-3371453|Reactome:R-BTA-72163|Reactome:R-BTA-9772755|Reactome:R-CEL-381340|Reactome:R-CEL-383280|Reactome:R-CEL-6807505|Reactome:R-DDI-5689901|Reactome:R-DDI-6807505|Reactome:R-DDI-72163|Reactome:R-DME-2559580|Reactome:R-DME-3214815|Reactome:R-DME-5689880|Reactome:R-DME-8943724|Reactome:R-DME-8953750|Reactome:R-DME-983231|Reactome:R-DRE-212300|Reactome:R-DRE-2559580|Reactome:R-DRE-3214841|Reactome:R-DRE-3371453|Reactome:R-DRE-5689880|Reactome:R-DRE-5689901|Reactome:R-DRE-8943724|Reactome:R-DRE-8953750|Reactome:R-GGA-418124|Reactome:R-HSA-110328|Reactome:R-HSA-110329|Reactome:R-HSA-110330|Reactome:R-HSA-110331|Reactome:R-HSA-1221632|Reactome:R-HSA-1251985|Reactome:R-HSA-1362300|Reactome:R-HSA-1368071|Reactome:R-HSA-156711|Reactome:R-HSA-171306|Reactome:R-HSA-171319|Reactome:R-HSA-174411|Reactome:R-HSA-174414|Reactome:R-HSA-174417|Reactome:R-HSA-174430|Reactome:R-HSA-174437|Reactome:R-HSA-1989781|Reactome:R-HSA-2122947|Reactome:R-HSA-212300|Reactome:R-HSA-2151201|Reactome:R-HSA-2173795|Reactome:R-HSA-2559580|Reactome:R-HSA-2559584|Reactome:R-HSA-2559586|Reactome:R-HSA-2644606|Reactome:R-HSA-2894862|Reactome:R-HSA-3214815|Reactome:R-HSA-3214841|Reactome:R-HSA-3214847|Reactome:R-HSA-3214858|Reactome:R-HSA-3232118|Reactome:R-HSA-3371453|Reactome:R-HSA-350054|Reactome:R-HSA-381340|Reactome:R-HSA-383280|Reactome:R-HSA-3899300|Reactome:R-HSA-400206|Reactome:R-HSA-400253|Reactome:R-HSA-427389|Reactome:R-HSA-427413|Reactome:R-HSA-5250924|Reactome:R-HSA-5601884|Reactome:R-HSA-5617472|Reactome:R-HSA-5683826|Reactome:R-HSA-5689880|Reactome:R-HSA-5689901|Reactome:R-HSA-5693565|Reactome:R-HSA-606279|Reactome:R-HSA-6804758|Reactome:R-HSA-6807505|Reactome:R-HSA-72163|Reactome:R-HSA-73762|Reactome:R-HSA-73863|Reactome:R-HSA-749476|Reactome:R-HSA-76061|Reactome:R-HSA-76066|Reactome:R-HSA-76071|Reactome:R-HSA-8869496|Reactome:R-HSA-8939236|Reactome:R-HSA-8939243|Reactome:R-HSA-8943724|Reactome:R-HSA-8953750|Reactome:R-HSA-9018519|Reactome:R-HSA-9022537|Reactome:R-HSA-9022692|Reactome:R-HSA-9029569|Reactome:R-HSA-9609690|Reactome:R-HSA-9616222|Reactome:R-HSA-9623433|Reactome:R-HSA-9670095|Reactome:R-HSA-9679191|Reactome:R-HSA-9707564|Reactome:R-HSA-9707616|Reactome:R-HSA-9710421|Reactome:R-HSA-9772755|Reactome:R-HSA-983231|Reactome:R-MMU-171319|Reactome:R-MMU-174411|Reactome:R-MMU-174414|Reactome:R-MMU-174417|Reactome:R-MMU-174430|Reactome:R-MMU-174437|Reactome:R-MMU-212300|Reactome:R-MMU-2173795|Reactome:R-MMU-2559580|Reactome:R-MMU-2559584|Reactome:R-MMU-2559586|Reactome:R-MMU-3214815|Reactome:R-MMU-3214841|Reactome:R-MMU-3214858|Reactome:R-MMU-3232118|Reactome:R-MMU-3371453|Reactome:R-MMU-350054|Reactome:R-MMU-381340|Reactome:R-MMU-383280|Reactome:R-MMU-400206|Reactome:R-MMU-5250924|Reactome:R-MMU-5683826|Reactome:R-MMU-5689901|Reactome:R-MMU-606279|Reactome:R-MMU-6804758|Reactome:R-MMU-6807505|Reactome:R-MMU-72163|Reactome:R-MMU-73762|Reactome:R-MMU-73863|Reactome:R-MMU-76061|Reactome:R-MMU-76066|Reactome:R-MMU-76071|Reactome:R-MMU-8939243|Reactome:R-MMU-8943724|Reactome:R-MMU-8953750|Reactome:R-MMU-9029569|Reactome:R-MMU-9623433|Reactome:R-MMU-9707564|Reactome:R-MMU-9772755|Reactome:R-MMU-983231|Reactome:R-RNO-3214815|Reactome:R-RNO-3232118|Reactome:R-RNO-3371453|Reactome:R-RNO-72163|Reactome:R-RNO-73762|Reactome:R-RNO-8943724|Reactome:R-RNO-9772755|Reactome:R-SCE-383280|Reactome:R-SCE-76061|Reactome:R-SCE-76066|Reactome:R-SPO-76061|Reactome:R-SPO-76066|Reactome:R-XTR-212300|Reactome:R-XTR-2559580|Reactome:R-XTR-3214841|Reactome:R-XTR-3371453|Reactome:R-XTR-8943724|Reactome:R-XTR-8953750
sp|P54274|TERF1_HUMAN	d7cbf38d9f2111dfe7a6bce9eafec40e	439	MobiDBLite	mobidb-lite	consensus disorder prediction	18	36	-	T	23-12-2023	-	-	-	-
sp|P54274|TERF1_HUMAN	d7cbf38d9f2111dfe7a6bce9eafec40e	439	MobiDBLite	mobidb-lite	consensus disorder prediction	332	360	-	T	23-12-2023	-	-	-	-
sp|P54274|TERF1_HUMAN	d7cbf38d9f2111dfe7a6bce9eafec40e	439	MobiDBLite	mobidb-lite	consensus disorder prediction	281	295	-	T	23-12-2023	-	-	-	-
sp|P54274|TERF1_HUMAN	d7cbf38d9f2111dfe7a6bce9eafec40e	439	Pfam	PF08558	Telomere repeat binding factor (TRF)	77	269	3.6E-42	T	23-12-2023	IPR013867	Telomere repeat-binding factor, dimerisation domain	GO:0042162(InterPro)|GO:0042803(InterPro)	Reactome:R-GGA-418124|Reactome:R-HSA-110328|Reactome:R-HSA-110329|Reactome:R-HSA-110330|Reactome:R-HSA-110331|Reactome:R-HSA-1221632|Reactome:R-HSA-171306|Reactome:R-HSA-171319|Reactome:R-HSA-174411|Reactome:R-HSA-174414|Reactome:R-HSA-174417|Reactome:R-HSA-174430|Reactome:R-HSA-174437|Reactome:R-HSA-2559586|Reactome:R-HSA-9670095|Reactome:R-MMU-171319|Reactome:R-MMU-174411|Reactome:R-MMU-174414|Reactome:R-MMU-174417|Reactome:R-MMU-174430|Reactome:R-MMU-174437
sp|P54274|TERF1_HUMAN	d7cbf38d9f2111dfe7a6bce9eafec40e	439	MobiDBLite	mobidb-lite	consensus disorder prediction	266	311	-	T	23-12-2023	-	-	-	-
sp|P54274|TERF1_HUMAN	d7cbf38d9f2111dfe7a6bce9eafec40e	439	MobiDBLite	mobidb-lite	consensus disorder prediction	326	375	-	T	23-12-2023	-	-	-	-
sp|P54274|TERF1_HUMAN	d7cbf38d9f2111dfe7a6bce9eafec40e	439	MobiDBLite	mobidb-lite	consensus disorder prediction	1	36	-	T	23-12-2023	-	-	-	-
sp|Q5XKR4|OTP_HUMAN	62f158d2c05d2abe9661be3ab7f89f06	325	MobiDBLite	mobidb-lite	consensus disorder prediction	32	112	-	T	23-12-2023	-	-	-	-
sp|Q5XKR4|OTP_HUMAN	62f158d2c05d2abe9661be3ab7f89f06	325	MobiDBLite	mobidb-lite	consensus disorder prediction	88	102	-	T	23-12-2023	-	-	-	-
sp|Q5XKR4|OTP_HUMAN	62f158d2c05d2abe9661be3ab7f89f06	325	Pfam	PF03826	OAR motif	303	320	6.7E-5	T	23-12-2023	IPR003654	OAR domain	-	Reactome:R-HSA-8866906
